bigram Result
"('C', 'G')",1686
"('G', 'C')",1376
"('G', 'D')",1031
"('D', 'G')",874
"('F', 'C')",869
"('Am', 'F')",564
"('Em', 'C')",500
"('G', 'Em')",483
"('C', 'F')",480
"('G', 'Am')",459
"('F', 'G')",458
"('C', 'Am')",446
"('Am', 'G')",432
"('C', 'D')",421
"('G', 'F')",383
"('D', 'Em')",377
"('G', 'G')",369
"('C', 'C')",326
"('Am', 'C')",321
"('Em', 'G')",314
"('D', 'A')",309
"('Em', 'D')",303
"('F', 'Am')",286
"('D', 'C')",283
"('C', 'Em')",278
"('G', 'A')",246
"('A', 'D')",238
"('Cadd9', 'G')",215
"('A', 'G')",189
"('A', 'E')",160
"('G', 'Bm')",152
"('Em', 'Am')",144
"('A', 'Bm')",141
"('G', 'D/F#')",127
"('D', 'D')",125
"('Bm', 'G')",119
"('Am', 'Am')",114
"('Em', 'Cadd9')",114
"('E', 'A')",114
"('D7', 'G')",105
"('Em7', 'D')",100
"('Bm', 'C')",94
"('D', 'Bm')",91
"('Am', 'Em')",90
"('F', 'F')",89
"('Bm', 'A')",86
"('E', 'F#m')",85
"('C', 'Dm')",84
"('Bb', 'F')",84
"('C', 'G/B')",80
"('E', 'B')",74
"('A', 'Em')",73
"('Bm', 'D')",72
"('E', 'E7')",71
"('G', 'Cadd9')",71
"('Em', 'A')",69
"('G7', 'C')",68
"('D/F#', 'Em')",66
"('Dm', 'F')",65
"('F#m', 'E')",62
"('D', 'Dsus4')",60
"('Dm', 'Bb')",60
"('G', 'A7')",58
"('F', 'Dm')",57
"('D', 'Cmaj7')",57
"('D', 'Cadd9')",57
"('C', 'Em7')",56
"('A', 'A')",55
"('A', 'F#m')",55
"('E', 'D')",55
"('E', 'E')",55
"('Dsus4', 'D')",53
"('D', 'Em7')",53
"('D', 'E')",53
"('Am', 'D7')",52
"('Em7', 'Cadd9')",52
"('C', 'D7')",51
"('C', 'Am7')",51
"('G', 'Em7')",51
"('Bb', 'C')",51
"('Dm', 'C')",51
"('F', 'Bb')",49
"('Em', 'F')",48
"('Em', 'Em')",48
"('A7', 'C')",47
"('Dm', 'G')",47
"('B7', 'Em')",47
"('F#m', 'A')",47
"('Bm', 'Em')",46
"('G/B', 'Am')",45
"('Am', 'D')",44
"('E', 'G')",44
"('A', 'G6')",44
"('D', 'Am')",42
"('C', 'E7')",41
"('D/F#', 'G')",40
"('Em', 'Bm')",40
"('G', 'G7')",40
"('G', 'G/F#')",38
"('E7', 'A')",38
"('Cadd9', 'Em7')",38
"('Bm', 'E')",38
"('Cmaj7', 'F')",37
"('Em7', 'D/F#')",37
"('G#m', 'F#')",37
"('Em7', 'G')",37
"('Cmaj7', 'G')",36
"('F#m', 'Bm')",36
"('E7', 'E')",36
"('D', 'F#m')",35
"('Am7', 'C')",34
"('C', 'C/E')",34
"('G', 'D7')",34
"('C', 'Cmaj7')",34
"('Fmaj7', 'C')",34
"('G', 'B7')",34
"('Am7', 'F')",33
"('F#', 'E')",33
"('C#m7', 'Aadd9')",33
"('F#m', 'B')",33
"('C/E', 'F')",32
"('Dsus4', 'G')",32
"('Aadd9', 'E')",32
"('B', 'D#7')",32
"('Am7', 'G')",31
"('C', 'C/G')",31
"('G', 'Dm')",30
"('B', 'E')",30
"('G#m', 'E')",30
"('A', 'C')",30
"('F', 'Em')",30
"('F/C', 'C')",29
"('E7', 'F')",29
"('G6', 'A')",29
"('D/F#', 'C')",28
"('A', 'Asus4')",28
"('D#7', 'G#m')",28
"('B7', 'E')",28
"('B', 'F#m')",28
"('Asus2', 'Em')",28
"('D', 'Asus2')",28
"('G', 'G4')",28
"('G4', 'G')",28
"('F#m', 'D')",27
"('Asus4', 'A')",27
