chords,count
G,2820
C,2476
D,2350
Em,1917
Am,1755
A,1380
F,1256
E,1060
Bm,848
Dm,732
B,522
F#m,357
Bb,351
Cm,300
E5,287
Gm,277
F#,273
Cadd9,206
G#,185
D5,171
G5,145
Ab,142
A5,138
C#m,135
A#,133
C5,127
Eb,119
Asus2,103
G#m,97
Fm,96
B5,94
Dsus2,89
C#,85
F#5,76
D/F#,75
B7,73
F5,67
Fmaj7,60
Em7,60
Cmaj7,57
Dsus4,49
D#,47
C/E,45
Em9,43
A#m,41
Bm7,39
D/A,37
E7,37
A7,36
G/B,35
Dmaj,31
Dsus,31
Csus,30
C/G,29
E/G#,28
E/A,26
Gmaj,26
Gmaj7,24
A2,24
Emaj,23
Aadd9,23
Csus2,22
Dm/C,21
Bsus4,21
Bmaj7,20
Dbm,20
G7,19
C#5,19
Cmaj,18
Dm/B,18
Dsus2/Bb,18
B5/F#,17
G6,16
Bm/A,16
G/C,15
Cm7,15
G#min,15
Hm,14
Db,13
Bbm7,13
D#5,13
Asus2/G,13
F#/A#,13
Badd4,13
D/C#,12
D7,12
C/B,12
A7sus4,12
Cm#,11
C9,11
Bbmaj7,11
Gb,10
Asus4,10
Bm9,10
GM7,10
Emadd9,10
Am7,9
F/A,9
Em/C,9
A/C#,9
Bbsus2,9
D#m,9
Eb5,9
Bb5,8
C#m7,8
A/E,8
A/D,8
G#/C,7
A#/D,7
B/D#,7
Csus4,7
Gadd9,7
Am/E,6
G/D,6
Gm#7,6
Em/C#,6
Asus,6
FMaj7,6
Dm6/F,6
G#5,5
G#m/E,5
Bbm,5
G/A,5
Fm#,5
Eadd9,5
B/F#,5
Dm7,5
Bm7b5,5
Dm7/G,5
C/D,4
Em11/A,4
D/C,4
H,4
Esus4,4
Bmadd11,4
Gsus4,4
F#maj7,3
Fm7,3
Ebm7,3
C6,3
Dm/A,3
Gadd11,3
Em/G,3
D/Db,3
Fmaj9,3
Bsus2,2
C7,2
D2,2
EM,2
D5/A,2
A4,2
D9,2
D4,2
Asus/G,2
B/C,2
Bb/D,2
F/E,2
Edim7,2
Gsus2,2
Ebm,2
Em/D,2
chords,1
F7,1
Am/C,1
Dsus4/A,1
G2,1
Dadd2,1
F#sus,1
Eb/Bb,1
Cmaj7/G,1
,1
A9,1
G11,1
Emaj7,1
E4,1
A5/E,1
