bigram Result
"('C', 'G')",1148
"('F', 'C')",727
"('G', 'Am')",710
"('Am', 'F')",662
"('G', 'D')",636
"('Em', 'C')",598
"('G', 'C')",575
"('C', 'Em')",561
"('Em', 'G')",534
"('D', 'Em')",496
"('C', 'Am')",496
"('Am', 'C')",476
"('Am', 'G')",465
"('Em', 'D')",421
"('D', 'A')",396
"('F', 'G')",342
"('D', 'C')",335
"('G', 'Em')",327
"('F', 'Am')",324
"('G', 'F')",319
"('Am', 'Em')",310
"('A', 'Bm')",297
"('D', 'G')",272
"('G', 'A')",268
"('C', 'D')",258
"('Dm', 'F')",226
"('Bm', 'A')",217
"('A', 'G')",204
"('Em', 'Am')",193
"('D', 'Bm')",189
"('C', 'F')",187
"('F#m', 'D')",180
"('Dm', 'Am')",164
"('G', 'Dm')",164
"('Em', 'F')",162
"('A', 'Em')",153
"('Bm', 'G')",147
"('E', 'Am')",146
"('F', 'Dm')",145
"('Dm', 'C')",142
"('A', 'E')",141
"('Em', 'Bm')",140
"('Bm', 'D')",132
"('D', 'Am')",127
"('F#m', 'E')",120
"('Am', 'D')",120
"('C', 'Dm')",117
"('A', 'D')",116
"('E', 'D')",113
"('Gm', 'Bb')",112
"('C', 'C')",108
"('D', 'F#m')",106
"('A', 'F#m')",103
"('Bb', 'Dm')",102
"('G', 'G')",100
"('D#m', 'B')",98
"('B', 'F#')",97
"('Bm', 'C')",95
"('Am', 'Am')",85
"('E', 'A')",80
"('Em', 'Em')",79
"('F', 'E')",79
"('F', 'F')",77
"('A', 'C#m')",75
"('D', 'D')",72
"('D', 'E')",72
"('F', 'Gm')",71
"('Bm', 'Em')",70
"('Bb', 'F')",69
"('E', 'F#m')",69
"('Am', 'Dm')",69
"('C', 'E')",67
"('B', 'A')",65
"('C', 'Gm')",63
"('Em', 'A')",63
"('G', 'Bm')",62
"('Eb', 'F')",61
"('G', 'D/F#')",58
"('F', 'Bb')",56
"('C#m', 'D')",54
"('C', 'G/B')",52
"('Cadd9', 'G')",51
"('F#', 'C#')",50
"('C#', 'Fm')",50
"('F#m', 'A')",48
"('Bb', 'Eb')",48
"('D/F#', 'Em')",48
"('Bb', 'C')",46
"('Bm', 'F#m')",46
"('C', 'Bb')",45
"('G', 'Em7')",43
"('A', 'E/G#')",42
"('F', 'Em')",41
"('Em7', 'Cadd9')",40
"('C#m', 'B')",39
"('Ab', 'G')",38
"('Dm', 'Gm')",38
"('Gm', 'F')",37
"('E', 'B')",36
"('Cm', 'Ab')",35
"('G/B', 'C')",34
"('Gm', 'Eb')",34
"('D/F#', 'G')",33
"('C', 'B')",33
"('E', 'C#m')",33
"('G', 'Cm')",33
"('B', 'Em')",32
"('F', 'A')",32
"('E/G#', 'F#m')",31
"('Dm', 'Em')",31
"('Gm', 'Dm')",31
"('F#', 'D#m')",29
"('G#', 'C#')",28
"('C', 'Bm')",27
"('Cm', 'Gm')",27
"('Fm', 'G#')",26
"('G/B', 'Am7')",26
"('G/B', 'D')",25
"('B', 'D#m')",25
"('C#', 'D#m')",25
"('E', 'F')",25
"('G#m', 'F#')",25
"('G#m', 'D#m')",25
"('Am', 'Bb')",25
"('Gm', 'Am')",24
"('Eb', 'Gm')",24
"('F#', 'G#m')",24
"('F#m', 'G')",24
"('B7', 'Em')",24
"('Am', 'Gm')",23
"('F#', 'B')",23
"('Bb', 'Gm')",23
"('Ab', 'Eb')",23
"('D', 'G/B')",22
"('Bm', 'Am')",22
"('A', 'A')",22
"('E', 'E')",22
"('G', 'F#')",22
"('G', 'E')",22
"('F', 'Cm')",22
"('Dm', 'Bb')",22
"('C', 'Dm7')",21
"('Bb', 'Bb')",21
"('C#', 'F#')",21
"('Dm', 'G')",21
"('Am', 'Em/G')",21
"('Em7', 'F')",20
"('G', 'Cadd9')",20
"('A', 'F')",20
"('Em/G', 'F')",20
"('F#', 'E')",19
"('A', 'Dm')",19
"('Fm', 'Ab/C')",19
"('Ab/C', 'Db')",19
"('Db', 'Ab')",19
"('Eb', 'C/E')",19
"('C/E', 'Fm')",19
"('Dm7', 'Dm7')",19
"('A#m', 'D#m')",18
"('A/C#', 'Bm')",18
"('B', 'E')",18
"('E', 'Abm')",18
"('Em', 'B7')",18
"('E', 'B/F#')",18
"('Gm', 'Cm')",18
"('Am7', 'Em')",17
"('Asus2', 'Em')",17
"('E', 'G')",17
"('Fmaj7', 'G')",17
"('C#m', 'A')",17
"('Dm7', 'Am')",16
"('Gm', 'Gm')",16
"('D', 'A/C#')",16
"('Abm', 'Dbm')",16
"('F#', 'Bm')",16
"('Cm', 'Bb')",16
"('Am', 'Bm')",15
"('Bm', 'Bm')",15
"('Bm', 'E')",15
"('C', 'D/F#')",15
"('Bm', 'D/F#')",15
"('C#', 'C#')",15
"('F#', 'A#m')",15
"('Asus2', 'G')",15
"('B/F#', 'G#m')",15
"('C#m', 'F#m')",15
"('Dmaj7', 'E')",15
"('Gm', 'Dm7')",15
"('E', 'G#m')",14
"('D#m', 'C#')",14
"('Dm', 'A')",14
"('Dm7', 'C')",14
"('Bm', 'Am7')",14
"('Dbm', 'B')",13
"('Fm', 'C#')",13
"('F#m', 'Bm')",13
"('Eb', 'Cm')",13
"('Fm', 'Bbm')",13
"('D#', 'C#')",13
"('C#', 'F#m')",13
"('Am7', 'C')",13
"('Fm', 'C')",12
"('F#m', 'F#m')",12
"('C', 'Dm/F')",12
"('Eb', 'Bb')",12
"('F', 'Am7')",12
"('Em', 'D/F#')",12
"('D', 'Bm7')",12
"('Cmaj7/G', 'Asus2')",12
"('C', 'B7')",12
"('C', 'Fmaj7')",12
"('F', 'Fm')",12
"('Em', 'G/B')",12
"('C/F', 'C')",12
"('Am7', 'F')",12
"('Cadd9', 'D')",12
"('G', 'Bb')",12
"('Bbm', 'Fm')",12
"('Gb', 'Bbm')",12
"('D/F#', 'F')",11
"('D', 'C#m')",11
